,Met 1,Met 1,Met 1,Met 1,Met 1,Met 1,Met 1,Met 2,Met 2,Met 2,Met 2,Met 2,Met 2,Met 2,Skid A,Skid A,Skid B,Skid B,Skid C,Skid C,Skid D,Skid D,Skid A,Skid A,Skid B,Skid B,Skid C,Skid C,Skid D,Skid D,mtr
10/9/17 6:10,38.93979851,38.93979851,,14.74832065,,,,39.20362224,39.20362224,,14.74832065,,,,,,,,,,,,,,,,,,,,
10/9/17 6:15,58.74231841,58.74231841,,15.22722763,,,,58.50672504,58.50672504,,15.22722763,,,,,,,,,,,,,,,,,,,,
10/9/17 6:20,78.71127911,78.71127911,,15.27097505,,,,78.31724163,78.31724163,,15.27097505,,,,,,,,,,,,,,,,,,,,
10/9/17 6:25,97.04033514,97.04033514,,15.78380733,,,,98.80016858,98.80016858,,15.78380733,,,,,,,,,,,,,,,,,,,,
10/9/17 6:30,118.0447298,118.0447298,,15.84616226,,,,116.9678413,116.9678413,,15.84616226,,,,,,,,,,,,,,,,,,,,
10/9/17 6:35,138.2214375,138.2214375,,16.0762924,,,,136.3971874,136.3971874,,16.0762924,,,,,,,,,,,,,,,,,,,,
10/9/17 6:40,157.0522637,157.0522637,,16.46057535,,,,156.049137,156.049137,,16.46057535,,,,,,,,,,,,,,,,,,,,
10/9/17 6:45,177.3130972,177.3130972,,16.83730845,,,,174.9066015,174.9066015,,16.83730845,,,,,,,,,,,,,,,,,,,,
10/9/17 6:50,197.5763417,197.5763417,,17.14544932,,,,194.1273919,194.1273919,,17.14544932,,,,,,,,,,,,,,,,,,,,
10/9/17 6:55,214.4336707,214.4336707,,17.26353552,,,,217.43391,217.43391,,17.26353552,,,,,,,,,,,,,,,,,,,,
10/9/17 7:00,232.8877389,232.8877389,,17.46988747,,,,234.3636793,234.3636793,,17.46988747,,,,,,,,,,,,,,,,,,,,
10/9/17 7:05,253.4629599,253.4629599,,17.64631265,,,,254.329639,254.329639,,17.64631265,,,,,,,,,,,,,,,,,,,,
10/9/17 7:10,270.3898001,270.3898001,,17.65851088,,,,273.3499228,273.3499228,,17.65851088,,,,,,,,,,,,,,,,,,,,
10/9/17 7:15,288.1756808,288.1756808,,18.05000835,,,,287.9683902,287.9683902,,18.05000835,,,,,,,,,,,,,,,,,,,,
10/9/17 7:20,306.0647275,306.0647275,,17.96852964,,,,305.0930946,305.0930946,,17.96852964,,,,,,,,,,,,,,,,,,,,
10/9/17 7:25,328.8232258,328.8232258,,17.98520946,,,,329.0192907,329.0192907,,17.98520946,,,,,,,,,,,,,,,,,,,,
10/9/17 7:30,344.393381,344.393381,,18.30896568,,,,344.7266799,344.7266799,,18.30896568,,,,,,,,,,,,,,,,,,,,
10/9/17 7:35,360.2213466,360.2213466,,18.12216114,,,,364.6403688,364.6403688,,18.12216114,,,,,,,,,,,,,,,,,,,,
10/9/17 7:40,378.2019277,378.2019277,,18.31828774,,,,379.8616865,379.8616865,,18.31828774,,,,,,,,,,,,,,,,,,,,
10/9/17 7:45,399.9762083,399.9762083,,18.36078598,,,,400.7575873,400.7575873,,18.36078598,,,,,,,,,,,,,,,,,,,,
10/9/17 7:50,421.5268269,421.5268269,,18.50957695,,,,414.2120347,414.2120347,,18.50957695,,,,,,,,,,,,,,,,,,,,
10/9/17 7:55,436.4813961,436.4813961,,18.51806043,,,,438.1051811,438.1051811,,18.51806043,,,,,,,,,,,,,,,,,,,,
10/9/17 8:00,455.815417,455.815417,,18.63084062,,,,455.7113644,455.7113644,,18.63084062,,,,,,,,,,,,,,,,,,,,
10/9/17 8:05,472.6930942,472.6930942,,18.83941628,,,,477.6959604,477.6959604,,18.83941628,,,,,,,,,,,,,,,,,,,,
10/9/17 8:10,492.0831869,492.0831869,,18.97396643,,,,497.2477209,497.2477209,,18.97396643,,,,,,,,,,,,,,,,,,,,
10/9/17 8:15,511.4722644,511.4722644,,19.01438506,,,,513.1984159,513.1984159,,19.01438506,,,,,,,,,,,,,,,,,,,,
10/9/17 8:20,532.3900529,532.3900529,,19.10763111,,,,536.0781772,536.0781772,,19.10763111,,,,,,,,,,,,,,,,,,,,
10/9/17 8:25,554.6224119,554.6224119,,19.3492127,,,,552.3771767,552.3771767,,19.3492127,,,,,,,,,,,,,,,,,,,,
10/9/17 8:30,567.7954608,567.7954608,,19.55086007,,,,565.9767529,565.9767529,,19.55086007,,,,,,,,,,,,,,,,,,,,
10/9/17 8:35,591.7802978,591.7802978,,19.49855435,,,,589.126598,589.126598,,19.49855435,,,,,,,,,,,,,,,,,,,,
10/9/17 8:40,609.6531865,609.6531865,,19.68993058,,,,613.3183705,613.3183705,,19.68993058,,,,,,,,,,,,,,,,,,,,
10/9/17 8:45,628.2503028,628.2503028,,20.07361391,,,,632.6887538,632.6887538,,20.07361391,,,,,,,,,,,,,,,,,,,,
10/9/17 8:50,645.1318555,645.1318555,,20.08767766,,,,645.2535406,645.2535406,,20.08767766,,,,,,,,,,,,,,,,,,,,
10/9/17 8:55,672.0203522,672.0203522,,20.11292588,,,,673.8616898,673.8616898,,20.11292588,,,,,,,,,,,,,,,,,,,,
10/9/17 9:00,682.1932732,682.1932732,,20.39330618,,,,684.6648327,684.6648327,,20.39330618,,,,,,,,,,,,,,,,,,,,
10/9/17 9:05,694.2548715,694.2548715,,20.63961604,,,,707.0254733,707.0254733,,20.63961604,,,,,,,,,,,,,,,,,,,,
10/9/17 9:10,712.6206496,712.6206496,,20.84521174,,,,709.1671338,709.1671338,,20.84521174,,,,,,,,,,,,,,,,,,,,
10/9/17 9:15,719.8358826,719.8358826,,20.82975199,,,,716.7982147,716.7982147,,20.82975199,,,,,,,,,,,,,,,,,,,,
10/9/17 9:20,740.5013779,740.5013779,,21.31502237,,,,735.9803201,735.9803201,,21.31502237,,,,,,,,,,,,,,,,,,,,
10/9/17 9:25,752.6070224,752.6070224,,21.12658832,,,,754.8180134,754.8180134,,21.12658832,,,,,,,,,,,,,,,,,,,,
10/9/17 9:30,753.8134316,753.8134316,,21.54627169,,,,759.7043506,759.7043506,,21.54627169,,,,,,,,,,,,,,,,,,,,
10/9/17 9:35,765.4705965,765.4705965,,21.47758954,,,,765.8771625,765.8771625,,21.47758954,,,,,,,,,,,,,,,,,,,,
10/9/17 9:40,784.2932376,784.2932376,,22.05112504,,,,778.1759127,778.1759127,,22.05112504,,,,,,,,,,,,,,,,,,,,
10/9/17 9:45,796.8948292,796.8948292,,21.92573739,,,,790.6522877,790.6522877,,21.92573739,,,,,,,,,,,,,,,,,,,,
10/9/17 9:50,814.8033391,814.8033391,,22.34056348,,,,815.7034899,815.7034899,,22.34056348,,,,,,,,,,,,,,,,,,,,
10/9/17 9:55,827.9627339,827.9627339,,22.42680134,,,,824.6605702,824.6605702,,22.42680134,,,,,,,,,,,,,,,,,,,,
10/9/17 10:00,823.6857591,823.6857591,,22.45777629,,,,829.532154,829.532154,,22.45777629,,,,,,,,,,,,,,,,,,,,
10/9/17 10:05,836.6199003,836.6199003,,22.74726262,,,,845.4761166,845.4761166,,22.74726262,,,,,,,,,,,,,,,,,,,,
10/9/17 10:10,843.422591,843.422591,,22.67953748,,,,843.1710669,843.1710669,,22.67953748,,,,,,,,,,,,,,,,,,,,
10/9/17 10:15,856.405805,856.405805,,22.64622124,,,,862.4538218,862.4538218,,22.64622124,,,,,,,,,,,,,,,,,,,,
10/9/17 10:20,864.6235713,864.6235713,,22.91693925,,,,861.8549756,861.8549756,,22.91693925,,,,,,,,,,,,,,,,,,,,
10/9/17 10:25,885.7093021,885.7093021,,22.82687783,,,,883.6180099,883.6180099,,22.82687783,,,,,,,,,,,,,,,,,,,,
10/9/17 10:30,891.0587002,891.0587002,,23.22654698,,,,890.1729067,890.1729067,,23.22654698,,,,,,,,,,,,,,,,,,,,
10/9/17 10:35,907.8583145,907.8583145,,23.075835,,,,890.5067357,890.5067357,,23.075835,,,,,,,,,,,,,,,,,,,,
10/9/17 10:40,914.0533723,914.0533723,,23.06441107,,,,915.305914,915.305914,,23.06441107,,,,,,,,,,,,,,,,,,,,
10/9/17 10:45,924.7219319,924.7219319,,23.2227567,,,,914.1090407,914.1090407,,23.2227567,,,,,,,,,,,,,,,,,,,,
10/9/17 10:50,933.8231473,933.8231473,,23.59385191,,,,930.651322,930.651322,,23.59385191,,,,,,,,,,,,,,,,,,,,
10/9/17 10:55,929.180912,929.180912,,23.57777207,,,,930.6442116,930.6442116,,23.57777207,,,,,,,,,,,,,,,,,,,,
10/9/17 11:00,950.2588614,950.2588614,,23.61221404,,,,951.7491957,951.7491957,,23.61221404,,,,,,,,,,,,,,,,,,,,
10/9/17 11:05,955.4634052,955.4634052,,23.67229929,,,,946.2802781,946.2802781,,23.67229929,,,,,,,,,,,,,,,,,,,,
10/9/17 11:10,939.3885792,939.3885792,,23.51842926,,,,954.6124972,954.6124972,,23.51842926,,,,,,,,,,,,,,,,,,,,
10/9/17 11:15,954.1163438,954.1163438,,23.95934389,,,,939.556127,939.556127,,23.95934389,,,,,,,,,,,,,,,,,,,,
10/9/17 11:20,957.7601961,957.7601961,,23.98677809,,,,950.5860137,950.5860137,,23.98677809,,,,,,,,,,,,,,,,,,,,
10/9/17 11:25,952.9749226,952.9749226,,24.03895372,,,,946.5241602,946.5241602,,24.03895372,,,,,,,,,,,,,,,,,,,,
10/9/17 11:30,942.0059373,942.0059373,,23.90247847,,,,953.0906729,953.0906729,,23.90247847,,,,,,,,,,,,,,,,,,,,
10/9/17 11:35,953.0744826,953.0744826,,23.80961362,,,,959.6370591,959.6370591,,23.80961362,,,,,,,,,,,,,,,,,,,,
10/9/17 11:40,942.9493301,942.9493301,,24.12733613,,,,947.214783,947.214783,,24.12733613,,,,,,,,,,,,,,,,,,,,
10/9/17 11:45,956.6925716,956.6925716,,24.21758511,,,,951.0850694,951.0850694,,24.21758511,,,,,,,,,,,,,,,,,,,,
10/9/17 11:50,943.6121494,943.6121494,,24.22352464,,,,955.390072,955.390072,,24.22352464,,,,,,,,,,,,,,,,,,,,
10/9/17 11:55,954.7012353,954.7012353,,24.12193463,,,,960.6674235,960.6674235,,24.12193463,,,,,,,,,,,,,,,,,,,,
10/9/17 12:00,952.4150605,952.4150605,,23.94772954,,,,959.3441943,959.3441943,,23.94772954,,,,,,,,,,,,,,,,,,,,
10/9/17 12:05,951.3399088,951.3399088,,24.29584216,,,,955.2677932,955.2677932,,24.29584216,,,,,,,,,,,,,,,,,,,,
10/9/17 12:10,948.9272624,948.9272624,,24.21253144,,,,940.1236542,940.1236542,,24.21253144,,,,,,,,,,,,,,,,,,,,
10/9/17 12:15,953.4636908,953.4636908,,24.58585049,,,,950.1584854,950.1584854,,24.58585049,,,,,,,,,,,,,,,,,,,,
10/9/17 12:20,935.2160997,935.2160997,,24.78110497,,,,944.3744044,944.3744044,,24.78110497,,,,,,,,,,,,,,,,,,,,
10/9/17 12:25,935.9583688,935.9583688,,24.82755166,,,,941.0417632,941.0417632,,24.82755166,,,,,,,,,,,,,,,,,,,,
10/9/17 12:30,929.5557034,929.5557034,,24.88775249,,,,943.5015821,943.5015821,,24.88775249,,,,,,,,,,,,,,,,,,,,
10/9/17 12:35,933.8558664,933.8558664,,24.95221313,,,,927.9172863,927.9172863,,24.95221313,,,,,,,,,,,,,,,,,,,,
10/9/17 12:40,925.7864923,925.7864923,,25.17705797,,,,921.5604605,921.5604605,,25.17705797,,,,,,,,,,,,,,,,,,,,
10/9/17 12:45,929.4579568,929.4579568,,25.15508478,,,,936.7163883,936.7163883,,25.15508478,,,,,,,,,,,,,,,,,,,,
10/9/17 12:50,932.9395438,932.9395438,,24.91599525,,,,924.3417488,924.3417488,,24.91599525,,,,,,,,,,,,,,,,,,,,
10/9/17 12:55,928.2104352,928.2104352,,25.02526211,,,,924.4526192,924.4526192,,25.02526211,,,,,,,,,,,,,,,,,,,,
10/9/17 13:00,916.454179,916.454179,,25.13449367,,,,922.4101578,922.4101578,,25.13449367,,,,,,,,,,,,,,,,,,,,
10/9/17 13:05,897.5408489,897.5408489,,25.52308226,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/17 13:10,886.2845004,886.2845004,,25.11687118,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/17 13:15,882.8196599,882.8196599,,25.53685106,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/17 13:20,859.0374208,859.0374208,,25.30198896,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/17 13:25,849.0566135,849.0566135,,25.36928362,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/17 13:30,842.1338289,842.1338289,,25.58588022,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/17 13:35,826.2877712,826.2877712,,25.35215639,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/17 13:40,818.3238058,818.3238058,,25.16445176,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/17 13:45,799.6346968,799.6346968,,25.13027557,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/17 13:50,788.1040347,788.1040347,,25.12558312,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/17 13:55,775.2331781,775.2331781,,25.09384943,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/17 14:00,760.3886401,760.3886401,,25.57401562,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/17 14:05,750.5843691,750.5843691,,25.19025811,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/17 14:10,728.322267,728.322267,,25.47574426,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/17 14:15,724.2625685,724.2625685,,25.4786459,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/17 14:20,702.3334629,702.3334629,,25.42984659,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/17 14:25,692.6847223,692.6847223,,25.43459063,,,,685.9949485,685.9949485,,25.43459063,,,,,,,,,,,,,,,,,,,,
10/9/17 14:30,669.683832,669.683832,,25.59811505,,,,679.9123983,679.9123983,,25.59811505,,,,,,,,,,,,,,,,,,,,
10/9/17 14:35,659.9239197,659.9239197,,25.43827057,,,,667.6112836,667.6112836,,25.43827057,,,,,,,,,,,,,,,,,,,,
10/9/17 14:40,646.0640463,646.0640463,,25.14620961,,,,649.4348061,649.4348061,,25.14620961,,,,,,,,,,,,,,,,,,,,
10/9/17 14:45,631.616852,631.616852,,25.5751721,,,,633.909288,633.909288,,25.5751721,,,,,,,,,,,,,,,,,,,,
10/9/17 14:50,616.7522888,616.7522888,,25.47736142,,,,615.2915295,615.2915295,,25.47736142,,,,,,,,,,,,,,,,,,,,
10/9/17 14:55,596.942059,596.942059,,25.39435657,,,,607.9292564,607.9292564,,25.39435657,,,,,,,,,,,,,,,,,,,,
10/9/17 15:00,582.7659321,582.7659321,,25.16210822,,,,588.9290674,588.9290674,,25.16210822,,,,,,,,,,,,,,,,,,,,
10/9/17 15:05,565.681195,565.681195,,25.41540817,,,,571.1039386,571.1039386,,25.41540817,,,,,,,,,,,,,,,,,,,,
10/9/17 15:10,546.5021154,546.5021154,,25.35228186,,,,547.9886928,547.9886928,,25.35228186,,,,,,,,,,,,,,,,,,,,
10/9/17 15:15,525.3810229,525.3810229,,25.10719781,,,,528.4158133,528.4158133,,25.10719781,,,,,,,,,,,,,,,,,,,,
10/9/17 15:20,509.4328153,509.4328153,,24.91749748,,,,505.3257765,505.3257765,,24.91749748,,,,,,,,,,,,,,,,,,,,
10/9/17 15:25,490.6958835,490.6958835,,25.01980822,,,,490.2359262,490.2359262,,25.01980822,,,,,,,,,,,,,,,,,,,,
10/9/17 15:30,470.9714992,470.9714992,,25.03471431,,,,469.0181942,469.0181942,,25.03471431,,,,,,,,,,,,,,,,,,,,
10/9/17 15:35,448.5869268,448.5869268,,25.17644976,,,,445.892477,445.892477,,25.17644976,,,,,,,,,,,,,,,,,,,,
10/9/17 15:40,430.3726561,430.3726561,,25.06218152,,,,424.4065671,424.4065671,,25.06218152,,,,,,,,,,,,,,,,,,,,
10/9/17 15:45,409.4830512,409.4830512,,24.84549362,,,,408.5625068,408.5625068,,24.84549362,,,,,,,,,,,,,,,,,,,,
10/9/17 15:50,389.1397767,389.1397767,,24.78858247,,,,384.6966231,384.6966231,,24.78858247,,,,,,,,,,,,,,,,,,,,
10/9/17 15:55,371.6868309,371.6868309,,24.74064594,,,,371.9493804,371.9493804,,24.74064594,,,,,,,,,,,,,,,,,,,,
10/9/17 16:00,347.0216294,347.0216294,,24.91277286,,,,347.4495437,347.4495437,,24.91277286,,,,,,,,,,,,,,,,,,,,
10/9/17 16:05,327.5851972,327.5851972,,24.42788412,,,,328.9520082,328.9520082,,24.42788412,,,,,,,,,,,,,,,,,,,,
10/9/17 16:10,306.3024174,306.3024174,,24.4770057,,,,307.5287576,307.5287576,,24.4770057,,,,,,,,,,,,,,,,,,,,
10/9/17 16:15,283.9319208,283.9319208,,24.29346787,,,,288.0428496,288.0428496,,24.29346787,,,,,,,,,,,,,,,,,,,,
10/9/17 16:20,263.9133528,263.9133528,,24.06755048,,,,267.8419434,267.8419434,,24.06755048,,,,,,,,,,,,,,,,,,,,
10/9/17 16:25,242.8134565,242.8134565,,24.10438339,,,,244.5042884,244.5042884,,24.10438339,,,,,,,,,,,,,,,,,,,,
10/9/17 16:30,224.2292277,224.2292277,,24.09034741,,,,223.9824624,223.9824624,,24.09034741,,,,,,,,,,,,,,,,,,,,
10/9/17 16:35,201.5613815,201.5613815,,23.66899149,,,,203.9957096,203.9957096,,23.66899149,,,,,,,,,,,,,,,,,,,,
10/9/17 16:40,182.3911252,182.3911252,,23.86252079,,,,181.4552864,181.4552864,,23.86252079,,,,,,,,,,,,,,,,,,,,
10/9/17 16:45,160.6297242,160.6297242,,23.4283111,,,,160.7215635,160.7215635,,23.4283111,,,,,,,,,,,,,,,,,,,,
10/9/17 16:50,140.0839358,140.0839358,,23.3096982,,,,141.8357316,141.8357316,,23.3096982,,,,,,,,,,,,,,,,,,,,
10/9/17 16:55,120.0024986,120.0024986,,23.19944779,,,,119.8358723,119.8358723,,23.19944779,,,,,,,,,,,,,,,,,,,,
10/9/17 17:00,99.82732349,99.82732349,,23.21837897,,,,99.10529591,99.10529591,,23.21837897,,,,,,,,,,,,,,,,,,,,
10/9/17 17:05,91.04125902,91.04125902,,22.92417962,,,,91.42961854,91.42961854,,22.92417962,,,,,,,,,,,,,,,,,,,,
10/9/17 17:10,83.70856508,83.70856508,,22.6322949,,,,83.92232261,83.92232261,,22.6322949,,,,,,,,,,,,,,,,,,,,
10/9/17 17:15,74.75502478,74.75502478,,22.72656926,,,,74.28318007,74.28318007,,22.72656926,,,,,,,,,,,,,,,,,,,,
10/9/17 17:20,67.0911405,67.0911405,,22.66018238,,,,65.97616522,65.97616522,,22.66018238,,,,,,,,,,,,,,,,,,,,
